State,Account length,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total intl calls,Customer service calls,Churn
MN,155,Yes,No,0,250.8,146,5,2,False
OH,133,No,No,0,117.8,100,4,0,True
TX,53,No,No,0,119.7,113,7,2,False
WY,123,No,No,0,242.2,87,3,5,True
GA,136,No,No,0,163.4,83,4,7,False
TX,57,No,No,0,161,113,4,3,False
WV,62,No,No,0,128.7,111,5,1,False
NM,112,No,No,0,81.6,94,18,1,False
MI,55,No,Yes,20,207.7,91,1,1,False
NC,95,No,No,0,128.6,115,2,6,True
NY,125,No,No,0,233.3,65,4,1,False
TX,1,No,No,0,182.1,106,3,5,True
KY,98,No,Yes,36,168,81,2,6,True
SD,105,No,No,0,251.6,88,5,1,False
ID,113,No,Yes,30,183.8,102,7,0,False
OR,99,No,No,0,256.4,44,1,3,True
WI,103,No,No,0,180.2,134,3,1,False
WV,177,No,No,0,227.8,81,5,1,False
SC,149,No,Yes,20,147.8,132,6,0,False
CT,160,No,No,0,234.9,136,2,1,True
NV,116,No,No,0,110.9,54,2,2,False
ND,90,No,Yes,22,124.5,94,12,1,False
MI,148,Yes,No,0,233.5,81,2,0,True
MT,147,No,Yes,35,197.3,134,4,2,True
NE,95,No,No,0,58.2,96,5,0,False
UT,201,No,No,0,212.7,72,6,1,False
WV,80,No,No,0,151.5,89,4,0,False
AR,122,Yes,No,0,146.3,117,5,1,False
MT,132,No,No,0,195.1,100,2,0,False
UT,83,No,No,0,208.9,71,5,1,False
HI,99,No,No,0,135.7,107,3,7,True
KS,84,No,No,0,225.9,86,3,3,True
NY,46,No,No,0,122.2,67,6,1,False
OH,87,No,No,0,153.3,106,5,2,False
HI,150,No,No,0,214,117,4,1,False
KS,73,No,No,0,194.8,112,6,1,False
IN,7,No,No,0,206.7,87,5,3,False
OR,89,No,Yes,12,188,105,3,2,False
NY,131,Yes,No,0,122.3,83,3,3,True
VA,105,No,No,0,259.3,96,5,3,False
MI,108,Yes,No,0,115.1,114,3,2,True
ID,47,No,Yes,28,172.9,109,6,1,False
MO,101,Yes,No,0,156.4,116,5,1,False
AL,182,No,Yes,24,128.1,104,3,1,False
OR,161,No,No,0,196.6,73,3,1,False
VT,128,No,No,0,227.9,130,7,1,True
AZ,69,No,Yes,31,194.9,63,2,2,False
VA,113,No,Yes,34,44.9,63,3,1,False
PA,87,No,Yes,30,262.8,114,2,0,False
CO,71,No,No,0,211.2,70,3,0,False
KY,76,No,No,0,204,69,5,1,False
NJ,87,No,No,0,223.2,109,4,3,False
IL,117,No,No,0,119,82,3,1,False
WA,177,No,No,0,266.1,91,8,3,True
WV,95,No,No,0,134.4,104,3,1,False
RI,76,No,No,0,171.1,78,3,1,False
OH,66,No,No,0,170.5,103,2,2,False
MO,110,No,No,0,178.5,124,7,1,False
MD,204,No,No,0,205.2,145,5,3,False
OH,32,No,Yes,31,232.8,97,2,0,False
VA,133,No,Yes,39,239.9,107,3,5,False
FL,185,No,No,0,55.6,97,3,2,False
CO,103,No,Yes,37,153.5,78,3,1,False
NY,91,No,No,0,109.8,100,3,1,False
WV,131,No,No,0,196.1,89,6,2,False
LA,153,No,No,0,166.8,127,4,0,False
MA,132,No,Yes,25,113.2,96,7,2,False
UT,148,No,No,0,203,92,9,1,False
AL,141,No,No,0,242.8,90,3,5,False
ME,105,No,No,0,156.5,102,2,2,False
TX,169,No,No,0,266.7,105,3,3,True
ND,127,No,Yes,23,182,80,4,1,False
CO,57,No,No,0,85.9,92,2,0,False
LA,123,No,Yes,33,146.6,87,7,0,False
MT,103,No,Yes,35,110.5,101,2,4,True
OR,101,No,No,0,118.6,89,5,1,False
NH,123,No,Yes,22,197.6,105,12,2,False
NE,78,No,Yes,32,210.3,116,4,6,False
WV,101,No,Yes,28,220.3,96,6,4,False
NV,129,No,No,0,150,98,6,1,False
MA,67,No,Yes,34,161.7,114,4,0,False
MI,37,No,No,0,191.4,116,5,3,False
KY,64,Yes,No,0,146.7,83,3,3,False
WV,173,No,No,0,109.4,103,7,1,False
KY,135,No,No,0,144.1,115,3,1,False
NJ,75,No,Yes,42,248.9,93,8,1,False
ME,88,No,No,0,85.7,112,3,4,True
TX,112,No,No,0,214.8,112,5,3,False
MN,113,No,No,0,158.9,137,4,0,False
VA,121,No,Yes,28,110,94,3,2,False
DC,70,No,No,0,152.8,145,2,1,False
MD,90,No,No,0,145.6,103,4,0,False
RI,39,No,No,0,93.3,83,4,0,False
MA,142,No,No,0,216.8,134,2,0,False
MD,176,No,No,0,201.9,101,2,1,False
NM,105,No,No,0,146.4,81,2,1,False
MN,57,No,No,0,272.7,74,3,2,True
MI,110,No,No,0,18.9,92,4,1,False
AZ,88,No,No,0,172.8,81,5,2,False
AL,95,No,No,0,190.2,119,6,0,False
MI,147,No,No,0,130.6,83,3,3,False
SC,101,No,No,0,158.4,92,4,4,True
MS,115,No,No,0,166.5,111,2,1,False
MS,103,No,No,0,129.3,103,2,2,False
CA,82,No,No,0,199.3,112,10,0,False
MD,141,No,No,0,185.1,126,7,0,False
ND,149,No,No,0,175.4,80,2,2,False
IL,131,No,No,0,263.4,123,2,2,False
SD,119,No,No,0,94.2,108,3,1,False
AL,112,No,No,0,189.4,83,8,3,False
NV,116,No,Yes,35,118,103,2,2,False
LA,94,No,No,0,212.1,98,5,3,False
VA,90,No,No,0,222,93,6,2,False
DE,114,No,Yes,31,222.8,98,4,0,False
CT,63,No,Yes,25,190,137,2,1,False
CO,130,No,No,0,271.8,129,2,4,True
MA,122,No,Yes,29,195.4,83,6,3,False
OR,166,No,No,0,199.6,93,5,3,False
WA,62,No,No,0,100,98,4,0,False
SC,78,No,Yes,21,160.6,85,1,2,False
IN,148,No,Yes,26,158.7,91,3,1,False
MD,154,No,No,0,154.5,122,2,3,True
NV,110,No,Yes,34,192.3,114,12,1,False
TX,75,No,No,0,305.1,106,5,0,True
ND,84,No,Yes,38,193,106,5,2,False
WV,113,No,No,0,72.5,88,3,1,False
CO,181,No,Yes,40,105.2,61,3,2,False
TX,51,No,No,0,180.5,88,3,2,False
FL,102,No,Yes,29,214.7,86,2,0,False
AL,107,No,No,0,86.8,95,3,1,False
WV,88,No,No,0,131.5,99,2,5,True
MI,82,No,No,0,135.4,102,4,0,False
NY,204,No,No,0,174.3,85,3,6,False
MS,130,No,No,0,203.9,63,4,3,False
MO,174,No,No,0,235.5,108,5,0,False
AR,129,No,No,0,157,113,2,2,False
MS,190,Yes,No,0,111.9,55,7,3,False
NY,54,Yes,No,0,236.3,91,8,3,False
SD,78,No,No,0,163.6,88,9,0,False
AK,100,No,Yes,29,213.6,127,3,1,False
WV,70,No,Yes,30,143.4,72,4,3,False
SC,111,No,No,0,78.3,119,4,1,False
VA,117,No,No,0,97.1,98,3,1,False
MS,68,No,No,0,94.1,93,2,0,False
SD,27,No,No,0,226.3,95,3,2,True
MN,91,No,No,0,133.8,61,2,1,False
AL,181,No,Yes,27,190.3,93,4,1,False
CO,118,No,Yes,36,294.9,106,5,3,False
ME,112,No,No,0,185.4,114,11,2,False
GA,93,No,No,0,179.5,121,4,0,False
AZ,102,No,No,0,158,94,10,0,False
MA,93,No,No,0,173,131,2,0,False
AZ,107,No,Yes,32,134.2,101,5,1,False
IN,100,No,Yes,32,125.2,123,9,3,False
DE,115,No,No,0,195.9,111,1,2,False
WI,63,No,Yes,13,214.2,61,2,0,False
ME,57,No,No,0,221.1,101,1,0,False
DC,119,No,Yes,26,132,100,5,1,False
GA,73,No,No,0,157.6,92,4,1,False
HI,98,No,Yes,30,110.3,71,8,2,False
VA,139,Yes,No,0,161.5,121,13,0,False
NY,31,No,Yes,28,171.8,116,7,1,False
PA,129,No,Yes,32,211,99,5,1,False
AR,115,No,No,0,139.3,89,3,7,True
HI,108,No,No,0,291.6,99,9,2,True
DE,139,No,No,0,139,110,1,0,False
WV,102,No,No,0,234.8,125,1,4,False
OK,149,No,No,0,187.6,83,1,1,False
OR,113,No,No,0,159.8,143,7,2,False
ND,131,No,Yes,33,177.1,100,5,1,False
MO,83,No,No,0,117.9,101,10,0,False
AR,96,No,Yes,21,247.6,95,6,2,False
GA,98,No,No,0,169.9,77,7,1,False
TN,3,No,No,0,185,120,3,3,False
MA,77,No,Yes,17,204.9,84,5,0,False
ND,75,No,Yes,24,225.5,119,2,3,False
IA,40,No,No,0,169.7,115,3,4,True
NJ,108,No,No,0,239.3,102,6,0,False
MT,100,No,No,0,113.3,96,2,4,True
AL,16,No,No,0,161.9,100,11,3,False
NY,115,No,Yes,16,133.3,110,4,2,False
PA,108,No,Yes,25,170.7,88,1,3,False
VT,107,No,No,0,189.7,76,3,5,False
NC,161,No,No,0,322.3,100,5,2,True
CT,147,No,No,0,124.4,74,4,2,False
MO,107,No,No,0,146.9,94,5,3,False
WV,120,No,No,0,192.6,123,3,1,False
NJ,107,No,Yes,36,96.3,83,2,1,False
AK,58,No,No,0,131.9,96,5,3,False
LA,91,No,No,0,147.2,121,3,2,False
AL,13,No,No,0,143.1,139,5,2,False
IN,104,No,No,0,280.4,127,6,5,False
MA,93,No,Yes,31,237.2,85,4,1,False
DE,95,No,No,0,184.2,95,4,2,False
SC,104,No,No,0,109.1,141,4,3,False
NH,35,No,No,0,138.1,115,2,5,True
LA,62,No,No,0,186.8,94,4,3,False
MS,143,No,No,0,155.4,112,5,1,False
NM,62,No,No,0,245.3,91,4,4,False
WA,60,Yes,No,0,205.9,97,2,0,True
SC,41,No,No,0,207.2,138,4,1,False
MT,34,No,Yes,14,151.5,100,5,2,False
ME,56,No,No,0,221.9,112,5,0,True
NM,183,No,No,0,190,100,4,1,False
AZ,94,No,No,0,220.8,111,4,2,False
CT,73,No,Yes,47,173.7,117,3,2,False
IL,123,No,No,0,114.8,94,4,2,False
IN,64,No,No,0,113.8,97,1,3,False
AR,127,Yes,No,0,143.2,60,4,4,True
RI,33,No,No,0,184.4,111,5,3,False
ND,27,No,No,0,227.4,67,6,1,False
NH,123,No,No,0,224,99,5,0,False
NV,148,No,No,0,216.2,95,5,2,False
UT,81,No,No,0,129.9,121,3,0,False
NC,122,No,Yes,30,230.1,108,3,2,False
MI,52,No,No,0,204.4,97,5,1,False
WI,91,No,Yes,44,216.6,101,3,1,False
AR,54,No,No,0,247.5,85,2,2,True
NH,152,No,No,0,228.1,93,2,1,False
TX,201,No,No,0,225.9,110,4,1,True
ID,78,No,No,0,103.5,115,3,4,True
CT,67,No,No,0,115.5,70,6,0,False
NH,100,No,No,0,218.8,125,6,1,False
WY,41,No,No,0,223.8,67,5,3,False
OR,133,No,No,0,143.8,71,4,3,False
SC,36,No,Yes,43,29.9,123,6,2,False
MD,51,No,Yes,28,276.7,121,3,0,False
NY,122,No,No,0,141.4,128,4,0,False
NM,84,No,Yes,41,153.9,102,5,1,False
LA,91,No,No,0,190.5,128,5,0,False
UT,110,No,No,0,192.6,102,4,1,False
AL,91,Yes,No,0,151.8,115,4,1,False
DE,121,No,No,0,215.6,74,4,5,False
WV,109,No,No,0,180,100,8,3,False
KY,95,No,No,0,157.3,116,4,2,False
NC,72,No,No,0,196.5,88,3,0,False
WV,73,No,No,0,240.3,130,3,0,False
AZ,108,No,No,0,193.3,126,6,3,False
WV,58,No,Yes,39,211.9,40,4,1,False
ND,148,Yes,No,0,218.7,111,5,1,False
WA,76,Yes,No,0,246.8,110,5,0,True
ID,103,No,No,0,174.7,151,3,6,True
CT,87,No,No,0,240,83,2,0,True
OK,35,No,Yes,37,181.2,76,3,2,False
IA,88,No,No,0,113.7,67,3,1,False
NE,67,No,Yes,41,174.7,86,1,0,False
ID,77,No,Yes,29,211.1,89,9,2,False
OR,124,No,No,0,169.3,108,3,1,False
SD,30,No,No,0,247.4,107,2,0,False
DE,53,No,Yes,32,131.2,63,2,2,False
WA,152,No,No,0,161.4,84,5,1,False
CT,100,Yes,No,0,107.2,98,4,1,False
MN,59,No,Yes,32,211.9,120,5,1,False
WA,143,No,No,0,160.4,120,4,3,False
PA,142,No,Yes,40,230.7,101,3,1,False
ID,105,No,No,0,232.6,96,9,1,False
MS,111,No,No,0,294.7,90,3,1,True
WA,143,No,No,0,133.4,107,13,1,False
DC,93,No,Yes,22,306.2,123,2,0,False
KY,79,No,No,0,236.8,135,5,2,False
OH,68,Yes,Yes,24,125.7,92,6,3,True
TN,93,Yes,No,0,168.4,114,3,1,False
ID,103,No,No,0,70.9,134,6,2,False
WV,144,No,Yes,38,105,86,4,0,False
WI,93,No,No,0,152.1,141,7,1,False
OK,149,Yes,No,0,180.9,79,9,3,False
WV,23,No,Yes,31,156.6,84,6,1,False
SD,221,No,Yes,24,180.5,85,3,0,False
KS,164,No,Yes,30,238.8,100,8,1,False
NC,104,No,Yes,18,182.1,66,9,2,False
NY,150,No,Yes,35,139.6,72,2,2,False
WI,184,No,Yes,12,200.3,76,5,0,False
SC,88,No,No,0,153.5,94,6,1,False
UT,61,Yes,Yes,29,128.2,119,6,3,False
NC,110,No,No,0,159.5,145,2,2,False
IN,115,No,No,0,226.4,101,4,3,True
AR,33,No,No,0,251.9,81,3,2,False
ME,100,No,No,0,264.5,117,4,2,True
NY,209,No,No,0,153.7,105,2,0,False
OR,27,No,No,0,232.1,81,6,5,False
IL,117,No,No,0,201.9,86,10,1,False
MA,87,No,No,0,186.9,79,14,1,False
CT,129,No,Yes,27,196.6,89,5,1,False
WI,142,No,No,0,232.1,102,3,1,False
OK,112,No,No,0,166,79,7,0,False
DE,75,No,Yes,28,200.6,96,5,1,False
AZ,97,No,Yes,25,141,101,2,3,False
AK,121,No,Yes,34,245,95,8,0,False
MI,142,Yes,No,0,140.8,140,7,1,False
WA,121,No,No,0,255.1,93,3,3,True
SD,87,No,Yes,33,125,99,7,2,False
SD,34,No,No,0,180.6,65,3,1,False
AK,177,Yes,No,0,248.7,118,2,1,True
MA,58,No,Yes,30,178.1,111,2,0,False
AR,113,Yes,No,0,122.2,112,9,5,True
KS,101,No,No,0,231.3,87,7,1,False
OR,89,No,No,0,111.2,101,2,3,False
NC,77,Yes,Yes,44,103.2,117,2,0,True
OK,146,No,No,0,138.4,104,9,4,True
NJ,93,No,No,0,146.3,85,3,0,False
OH,160,No,No,0,206.3,66,6,0,False
NM,55,No,No,0,132,103,4,0,False
OH,88,No,No,0,274.6,105,4,2,False
MI,63,No,No,0,185.3,87,3,0,False
KS,127,No,Yes,24,154.8,69,4,1,False
IL,57,No,Yes,30,179.2,105,5,1,False
RI,138,Yes,No,0,286.2,61,4,2,True
AR,115,No,No,0,268,115,1,3,False
NY,171,No,No,0,137.5,110,5,2,False
WY,148,No,No,0,243,115,5,2,False
NC,127,No,No,0,134.9,79,2,1,False
OR,61,No,No,0,234.2,76,2,1,False
VT,131,No,No,0,175.1,73,6,1,False
SD,88,No,No,0,142.2,107,5,1,False
DC,130,No,No,0,132.4,81,1,2,False
RI,89,No,Yes,24,97.8,98,2,0,False
ID,82,No,No,0,266.9,83,6,3,True
OK,138,No,Yes,33,155.2,139,4,3,False
MN,115,No,No,0,200.2,92,3,1,False
WA,84,No,No,0,289.1,100,2,2,True
WV,117,Yes,No,0,198.4,121,5,1,False
NH,60,No,No,0,180.3,67,6,2,False
WI,62,No,No,0,86.3,84,1,2,False
MD,133,No,No,0,295,141,4,2,True
IN,131,No,No,0,240.9,108,8,3,False
IN,65,No,No,0,207.7,109,5,1,False
NY,120,No,Yes,27,128.5,115,0,1,False
OR,142,No,Yes,22,224.4,114,2,1,False
OK,134,No,No,0,164.9,115,9,2,False
WI,87,No,No,0,238,97,6,2,False
NJ,139,No,Yes,43,231,85,5,2,False
AR,76,No,No,0,107.3,140,3,4,True
UT,100,No,No,0,185,122,8,1,False
DC,99,No,Yes,31,244.1,71,4,3,False
AK,99,No,No,0,238.4,96,4,3,False
AZ,48,No,Yes,27,141.1,109,2,1,False
KS,57,No,No,0,158.1,117,7,0,False
OH,106,No,Yes,30,220.1,105,8,0,False
KS,170,No,Yes,42,199.5,119,3,4,True
SC,78,No,No,0,109.5,105,9,1,False
TN,39,No,No,0,187.2,110,5,1,False
CA,127,No,No,0,107.9,128,0,0,False
MI,119,Yes,Yes,22,172.1,119,20,1,True
IN,114,No,No,0,203.8,85,4,1,False
RI,95,No,No,0,160,133,4,0,False
MO,116,No,No,0,51.1,106,3,1,False
TN,110,No,No,0,227.7,88,5,1,False
CT,74,No,No,0,203.8,77,2,1,False
ME,148,No,Yes,33,241.7,84,3,1,False
MD,83,No,No,0,78.1,70,4,1,False
NC,73,No,No,0,187.8,95,4,2,False
SC,111,No,Yes,21,127.1,94,3,1,False
CA,84,No,No,0,280,113,4,0,True
LA,75,Yes,No,0,153.2,78,3,1,False
WI,114,No,Yes,26,137.1,88,7,2,False
IL,71,Yes,No,0,186.1,114,5,4,True
IN,58,No,Yes,22,224.1,127,7,2,False
AL,106,No,Yes,29,83.6,131,3,1,False
OK,172,No,No,0,203.9,109,4,4,False
IA,45,No,No,0,211.3,87,6,1,False
VT,100,Yes,No,0,219.4,112,4,4,False
NY,94,No,No,0,190.4,91,17,2,False
LA,128,No,No,0,147.7,94,5,2,False
SC,181,No,No,0,229.9,130,4,2,False
ID,127,No,No,0,102.8,128,5,1,False
MO,89,No,No,0,178.7,81,4,1,False
ME,149,No,Yes,18,148.5,106,4,0,False
MS,103,No,Yes,29,164.1,111,9,0,False
SD,163,Yes,No,0,197.2,90,8,1,False
OK,52,No,No,0,124.9,131,4,2,False
WY,89,No,No,0,115.4,99,6,3,False
GA,122,Yes,No,0,140,101,4,4,True
VT,60,No,No,0,193.9,118,8,3,False
MD,62,No,No,0,321.1,105,2,4,True
IN,117,No,No,0,118.4,126,3,5,True
WV,159,No,No,0,169.8,114,4,1,False
OH,78,No,No,0,193.4,99,4,2,False
OH,96,No,No,0,106.6,128,7,1,False
SC,79,No,No,0,134.7,98,5,2,False
AZ,192,No,Yes,36,156.2,77,6,2,False
WV,68,No,No,0,231.1,57,4,3,False
RI,28,No,No,0,180.8,109,6,2,False
CT,184,Yes,No,0,213.8,105,10,2,False
TN,74,No,Yes,25,234.4,113,4,0,False
